,#,When,Who,Problem,Lang,Verdict,Time,Memory
959,9381761,Jan/07/2015 21:11,tourist,B - ShortestPath Query,GNU C++,Accepted,187 ms,13500 KB
960,9381675,Jan/07/2015 20:59,tourist,E - Palindrome Query,GNU C++,Accepted,1013 ms,9800 KB
961,9381583,Jan/07/2015 20:49,tourist,D - TROY Query,GNU C++,Wrong answer on test 4,0 ms,200 KB
962,9381504,Jan/07/2015 20:42,tourist,C - Subrect Query,GNU C++,Accepted,3135 ms,700 KB
963,9381373,Jan/07/2015 20:32,tourist,A - LCM Query,GNU C++,Accepted,1669 ms,1700 KB
964,9316542,Dec/30/2014 18:55,tourist,F - New Year Shopping,GNU C++,Accepted,187 ms,126000 KB
965,9314444,Dec/30/2014 18:39,tourist,E - New Year Domino,GNU C++,Accepted,468 ms,144000 KB
966,9313076,Dec/30/2014 18:31,tourist,E - New Year Domino,GNU C++,Wrong answer on pretest 7,109 ms,144000 KB
967,9309948,Dec/30/2014 18:15,tourist,D - New Year Santa Network,GNU C++,Accepted,218 ms,22900 KB
968,9308245,Dec/30/2014 18:09,tourist,C - New Year Book Reading,GNU C++,Accepted,15 ms,10900 KB
969,9307130,Dec/30/2014 18:06,tourist,A - New Year Transportation,GNU C++,Accepted,31 ms,4800 KB
970,9306707,Dec/30/2014 18:05,tourist,B - New Year Permutation,GNU C++,Accepted,31 ms,600 KB
971,9118626,Dec/13/2014 22:21,tourist,D - Birthday,GNU C++,Accepted,295 ms,65100 KB
972,9118561,Dec/13/2014 22:20,tourist,D - Birthday,GNU C++,Wrong answer on test 4,31 ms,51700 KB
973,9118047,Dec/13/2014 22:13,tourist,D - Birthday,GNU C++,Wrong answer on test 3,15 ms,51700 KB
974,9115660,Dec/13/2014 21:07,tourist,C - Helping People,GNU C++,Accepted,155 ms,223100 KB
975,9112090,Dec/13/2014 20:32,tourist,E - Sharti,GNU C++,Accepted,1684 ms,37900 KB
976,9111742,Dec/13/2014 20:30,tourist,E - Sharti,GNU C++,Runtime error on pretest 5,31 ms,34800 KB
977,9104681,Dec/13/2014 19:41,tourist,B - Obsessive String,GNU C++,Accepted,77 ms,9300 KB
978,9103881,Dec/13/2014 19:33,tourist,A - Treasure,GNU C++,Accepted,46 ms,1200 KB
979,9059681,Dec/09/2014 17:17,tourist,G - Gomoku,GNU C++,Accepted,670 ms,400 KB
980,9059666,Dec/09/2014 17:17,tourist,G - Gomoku,GNU C++,Accepted,2324 ms,600 KB
981,8912071,Dec/01/2014 20:01,* tourist,D - Vanya and Computer Game,GNU C++,Accepted,77 ms,0 KB
982,8911687,Dec/01/2014 19:59,* tourist,E - Vanya and Field,GNU C++,Accepted,156 ms,4800 KB
983,8910643,Dec/01/2014 19:52,* tourist,D - Vanya and Computer Game,GNU C++,Wrong answer on pretest 3,0 ms,0 KB
984,8909822,Dec/01/2014 19:48,* tourist,C - Vanya and Exams,GNU C++,Accepted,61 ms,9700 KB
985,8909715,Dec/01/2014 19:47,* tourist,C - Vanya and Exams,GNU C++,Wrong answer on pretest 5,46 ms,9700 KB
986,8909344,Dec/01/2014 19:45,* tourist,A - Vanya and Cubes,GNU C++,Accepted,15 ms,0 KB
987,8909069,Dec/01/2014 19:44,* tourist,B - Vanya and Lanterns,GNU C++,Accepted,46 ms,4800 KB
988,8908816,Dec/01/2014 19:43,* tourist,A - Vanya and Cubes,GNU C++,Wrong answer on pretest 2,15 ms,0 KB
989,8908560,Dec/01/2014 19:42,* tourist,A - Vanya and Cubes,GNU C++,Wrong answer on pretest 1,0 ms,0 KB
990,8632864,Nov/10/2014 20:00,tourist#,E - IBM Chill Zone,GNU C++,Accepted,0 ms,100 KB
991,8632854,Nov/10/2014 19:59,tourist#,G - Swell Foop,GNU C++,Accepted,62 ms,1700 KB
992,8632743,Nov/10/2014 19:44,tourist#,B - Conference Room,GNU C++,Accepted,1372 ms,200 KB
993,8632708,Nov/10/2014 19:37,tourist#,A - Poetry Challenge,GNU C++,Accepted,46 ms,56600 KB
994,8632663,Nov/10/2014 19:31,tourist#,C - ICPC Giveaways,GNU C++,Accepted,109 ms,100 KB
995,8632634,Nov/10/2014 19:27,tourist#,I - Hall of Fame,GNU C++,Accepted,139 ms,1200 KB
996,8632615,Nov/10/2014 19:25,tourist#,I - Hall of Fame,GNU C++,Wrong answer on test 1,140 ms,1200 KB
997,8632589,Nov/10/2014 19:22,tourist#,H - ICPC Quest,GNU C++,Accepted,3743 ms,6000 KB
998,8632552,Nov/10/2014 19:17,tourist#,E - IBM Chill Zone,GNU C++,Wrong answer on test 1,0 ms,100 KB
999,8632532,Nov/10/2014 19:12,tourist#,D - T-shirts,GNU C++,Accepted,1060 ms,4800 KB
1000,8632507,Nov/10/2014 19:09,tourist#,F - Door Lock,GNU C++,Accepted,140 ms,0 KB
1001,8632485,Nov/10/2014 19:05,tourist#,J - Bye Bye Russia,GNU C++,Accepted,0 ms,0 KB
1002,8632475,Nov/10/2014 19:04,tourist#,J - Bye Bye Russia,GNU C++,Time limit exceeded on test 1,2000 ms,200 KB
1003,8594780,Nov/06/2014 21:19,tourist,H - Highway Hassle,GNU C++,Accepted,1372 ms,79700 KB
1004,8594654,Nov/06/2014 21:09,tourist,H - Highway Hassle,GNU C++,Wrong answer on test 2,1372 ms,79700 KB
1005,8594648,Nov/06/2014 21:09,tourist,H - Highway Hassle,GNU C++,Wrong answer on test 2,2167 ms,79800 KB
1006,8594641,Nov/06/2014 21:08,tourist,H - Highway Hassle,GNU C++,Wrong answer on test 2,2074 ms,79800 KB
1007,8594638,Nov/06/2014 21:08,tourist,H - Highway Hassle,GNU C++,Wrong answer on test 1,15 ms,79100 KB
1008,8594624,Nov/06/2014 21:07,tourist,H - Highway Hassle,GNU C++,Wrong answer on test 2,2168 ms,79800 KB
1009,8594594,Nov/06/2014 21:05,tourist,H - Highway Hassle,GNU C++,Wrong answer on test 2,2121 ms,79800 KB
1010,8594540,Nov/06/2014 21:01,tourist,H - Highway Hassle,GNU C++,Wrong answer on test 2,2121 ms,48100 KB
1011,8594513,Nov/06/2014 20:59,tourist,H - Highway Hassle,GNU C++,Time limit exceeded on test 2,3000 ms,48000 KB
1012,8592344,Nov/06/2014 18:09,tourist,F - Floating Formation,GNU C++,Accepted,405 ms,6500 KB
1013,8592217,Nov/06/2014 17:59,tourist,D - Dropping Directions,GNU C++,Accepted,311 ms,3500 KB
1014,8591705,Nov/06/2014 17:25,tourist,A - Avoiding the Apocalypse,GNU C++,Accepted,296 ms,39100 KB
1015,8591481,Nov/06/2014 17:09,tourist,I - Interesting Integers,GNU C++,Accepted,15 ms,0 KB
1016,8591346,Nov/06/2014 17:00,tourist,C - Citadel Construction,GNU C++,Accepted,373 ms,15900 KB
1017,8591246,Nov/06/2014 16:54,tourist,C - Citadel Construction,GNU C++,Wrong answer on test 2,873 ms,31700 KB
1018,8591237,Nov/06/2014 16:54,tourist,C - Citadel Construction,GNU C++,Memory limit exceeded on test 1,15 ms,262100 KB
1019,8591056,Nov/06/2014 16:44,tourist,E - Excellent Engineers,GNU C++,Accepted,311 ms,2300 KB
1020,8590985,Nov/06/2014 16:41,tourist,B - Button Bashing,GNU C++,Accepted,15 ms,100 KB
1021,8590911,Nov/06/2014 16:37,tourist,G - Growling Gears,GNU C++,Accepted,31 ms,0 KB
1022,8590845,Nov/06/2014 16:34,tourist,J - Jury Jeopardy,GNU C++,Accepted,46 ms,1300 KB
1023,8590721,Nov/06/2014 16:28,tourist,K - Key to Knowledge,GNU C++,Accepted,468 ms,5900 KB
1024,8590514,Nov/06/2014 16:18,tourist,K - Key to Knowledge,GNU C++,Time limit exceeded on test 2,3000 ms,10000 KB
1025,8514808,Nov/01/2014 18:40,tourist,O - 0x,PHP,Accepted,31 ms,0 KB
1026,8514762,Nov/01/2014 18:35,tourist,H - Peace of AmericaReunion,GNU C++,Accepted,31 ms,1500 KB
1027,8514741,Nov/01/2014 18:33,tourist,E - Peace of AmericanWedding,GNU C++,Accepted,30 ms,100 KB
1028,8514647,Nov/01/2014 18:26,tourist,K - Crap,GNU C++,Accepted,46 ms,0 KB
1029,8514599,Nov/01/2014 18:23,tourist,M - oPlus,GNU C++,Accepted,31 ms,0 KB
1030,8514576,Nov/01/2014 18:21,tourist,J - Common,GNU C++,Accepted,30 ms,1200 KB
1031,8514518,Nov/01/2014 18:17,tourist,I - Peace of AmericanPie,GNU C++,Accepted,15 ms,1200 KB
1032,8514496,Nov/01/2014 18:16,tourist,R - 6227020800,GNU C++,Accepted,30 ms,1200 KB
1033,8514474,Nov/01/2014 18:14,tourist,Q - Peace of bzjd,GNU C++,Accepted,30 ms,1200 KB
1034,8489182,Oct/30/2014 19:57,tourist,D - Ants,GNU C++,Wrong answer on test 2,607 ms,0 KB
1035,8486756,Oct/30/2014 17:09,tourist,J - Cave,GNU C++,Accepted,577 ms,35300 KB
1036,8486687,Oct/30/2014 17:06,tourist,H - Afternoon Tea,GNU C++,Accepted,31 ms,300 KB
1037,8486215,Oct/30/2014 16:40,tourist,A - Arithmetic Rectangle,GNU C++,Accepted,2012 ms,71000 KB
1038,8486123,Oct/30/2014 16:35,tourist,A - Arithmetic Rectangle,GNU C++,Wrong answer on test 2,483 ms,71000 KB
1039,8485999,Oct/30/2014 16:29,tourist,A - Arithmetic Rectangle,GNU C++,Runtime error on test 2,2558 ms,71000 KB
1040,8395492,Oct/25/2014 01:01,tourist,E - ELCA,GNU C++,Accepted,1497 ms,19800 KB
1041,8395487,Oct/25/2014 01:00,tourist,E - ELCA,GNU C++,Accepted,1637 ms,19800 KB
1042,8395485,Oct/25/2014 01:00,tourist,E - ELCA,GNU C++,Accepted,2090 ms,19800 KB
1043,8395484,Oct/25/2014 01:00,tourist,E - ELCA,GNU C++,Accepted,1622 ms,19800 KB
1044,8395481,Oct/25/2014 00:59,tourist,E - ELCA,GNU C++,Accepted,1949 ms,19800 KB
1045,8395341,Oct/25/2014 00:46,tourist,E - ELCA,GNU C++,Wrong answer on test 6,1918 ms,19200 KB
1046,8395285,Oct/25/2014 00:41,tourist,E - ELCA,GNU C++,Wrong answer on test 6,1825 ms,19200 KB
1047,8395044,Oct/25/2014 00:23,tourist,C - Game with Strings,Java 7,Accepted,249 ms,13100 KB
1048,8395016,Oct/25/2014 00:20,tourist,C - Game with Strings,Java 7,Accepted,234 ms,13100 KB
1049,8394627,Oct/25/2014 00:01,tourist,C - Game with Strings,Java 7,Accepted,233 ms,13100 KB
1050,8394567,Oct/24/2014 23:59,tourist,C - Game with Strings,Java 7,Accepted,327 ms,13100 KB
1051,8393436,Oct/24/2014 23:32,tourist,E - ELCA,GNU C++,Wrong answer on test 6,1809 ms,19200 KB
1052,8393372,Oct/24/2014 23:31,tourist,E - ELCA,GNU C++,Time limit exceeded on test 6,8000 ms,19200 KB
1053,8392996,Oct/24/2014 23:08,tourist,E - ELCA,GNU C++,Wrong answer on pretest 3,30 ms,13700 KB
1054,8386071,Oct/24/2014 21:49,tourist,D - Random Function and Tree,GNU C++,Accepted,62 ms,5600 KB
1055,8384458,Oct/24/2014 21:34,tourist,C - Game with Strings,GNU C++,Accepted,140 ms,33900 KB
1056,8382609,Oct/24/2014 21:19,tourist,B - Interesting Array,GNU C++,Accepted,248 ms,72800 KB
1057,8380309,Oct/24/2014 21:06,tourist,A - Diverse Permutation,GNU C++,Accepted,46 ms,4800 KB
1058,8112605,Oct/06/2014 20:01,* tourist,E - Pillars,GNU C++,Accepted,155 ms,24500 KB
1059,8110974,Oct/06/2014 19:50,* tourist,F - Ant colony,GNU C++,Accepted,156 ms,12500 KB
1060,8109752,Oct/06/2014 19:44,* tourist,D - Flowers,GNU C++,Accepted,78 ms,9700 KB
1061,8109129,Oct/06/2014 19:41,* tourist,C - Captain Marmot,GNU C++,Accepted,31 ms,0 KB
1062,8107578,Oct/06/2014 19:33,* tourist,B - Worms,GNU C++,Accepted,108 ms,7800 KB
1063,8107540,Oct/06/2014 19:31,* tourist,A - Keyboard,GNU C++,Accepted,78 ms,100 KB
1064,8039550,Sep/30/2014 22:06,tourist,A - Design Tutorial: Learn from Math,GNU C++,Compilation error,0 ms,0 KB
1065,8014079,Sep/28/2014 21:56,tourist,F - Design Tutorial: Change the Goal,GNU C++,Wrong answer on test 29,108 ms,7600 KB
1066,8012060,Sep/28/2014 21:32,tourist,E - Design Tutorial: Learn from a Game,GNU C++,Accepted,62 ms,2100 KB
1067,8002975,Sep/28/2014 20:04,tourist,D - Design Tutorial: Inverse the Problem,GNU C++,Accepted,670 ms,16100 KB
1068,7999042,Sep/28/2014 19:45,tourist,C - Design Tutorial: Make It Nondeterministic,GNU C++,Accepted,296 ms,22500 KB
1069,7996646,Sep/28/2014 19:38,tourist,B - Design Tutorial: Learn from Life,GNU C++,Accepted,31 ms,4800 KB
1070,7996316,Sep/28/2014 19:37,tourist,A - Design Tutorial: Learn from Math,GNU C++,Accepted,30 ms,0 KB
1071,7758393,Sep/12/2014 19:52,* tourist,E - Information Graph,GNU C++,Accepted,62 ms,21100 KB
1072,7756150,Sep/12/2014 19:42,* tourist,D - Increase Sequence,GNU C++,Accepted,31 ms,63000 KB
1073,7754473,Sep/12/2014 19:37,* tourist,C - Number of Ways,GNU C++,Accepted,124 ms,9700 KB
1074,7753781,Sep/12/2014 19:35,* tourist,B - Wonder Room,GNU C++,Accepted,46 ms,0 KB
1075,7753035,Sep/12/2014 19:31,* tourist,A - Cheap Travel,GNU C++,Accepted,15 ms,0 KB
1076,7743913,Sep/11/2014 18:29,tourist,L - Cow Acrobats,GNU C++,Accepted,31 ms,14500 KB
1077,7743821,Sep/11/2014 18:23,tourist,K - Completion,GNU C++,Accepted,31 ms,300 KB
1078,7743686,Sep/11/2014 18:16,tourist,J - Hexagon Game,GNU C++,Accepted,343 ms,18800 KB
1079,7743184,Sep/11/2014 17:49,tourist,I - Random Route,GNU C++,Accepted,15 ms,1900 KB
1080,7742997,Sep/11/2014 17:38,tourist,H - Advertisement,GNU C++,Accepted,109 ms,200 KB
1081,7742859,Sep/11/2014 17:31,tourist,G - Highways,GNU C++,Accepted,685 ms,600 KB
1082,7742781,Sep/11/2014 17:26,tourist,F - Dictionary,GNU C++,Accepted,46 ms,2100 KB
1083,7742717,Sep/11/2014 17:22,tourist,F - Dictionary,GNU C++,Time limit exceeded on test 4,1000 ms,2200 KB
1084,7742595,Sep/11/2014 17:15,tourist,E - Lock Manager,GNU C++,Accepted,15 ms,700 KB
1085,7742445,Sep/11/2014 17:08,tourist,D - Computer Dialogue,GNU C++,Accepted,77 ms,500 KB
1086,7742163,Sep/11/2014 16:54,tourist,C - Expression,GNU C++,Accepted,15 ms,100 KB
1087,7741968,Sep/11/2014 16:44,tourist,B - Loan,GNU C++,Accepted,15 ms,100 KB
1088,7741850,Sep/11/2014 16:37,tourist,B - Loan,GNU C++,Time limit exceeded on test 23,500 ms,100 KB
1089,7741733,Sep/11/2014 16:30,tourist,B - Loan,GNU C++,Wrong answer on test 14,31 ms,100 KB
1090,7741708,Sep/11/2014 16:29,tourist,B - Loan,GNU C++,Wrong answer on test 3,31 ms,100 KB
1091,7741466,Sep/11/2014 16:13,tourist,A - Divisibility,GNU C++,Accepted,15 ms,4900 KB
1092,7709708,Sep/07/2014 20:42,tourist,D - World of Darkraft - 2,GNU C++,Accepted,468 ms,100 KB
1093,7707364,Sep/07/2014 20:15,tourist,B - Restore Cube,GNU C++,Accepted,31 ms,0 KB
1094,7704070,Sep/07/2014 19:49,tourist,C - Substitutes in Number,GNU C++,Accepted,46 ms,10700 KB
1095,7701335,Sep/07/2014 19:35,tourist,A - No to Palindromes!,GNU C++,Accepted,77 ms,1200 KB
1096,7420493,Aug/10/2014 23:39,tourist,D - Bingo!,GNU C++,Accepted,31 ms,15600 KB
1097,7417990,Aug/10/2014 22:15,tourist,B - Distributed Join,GNU C++,Accepted,62 ms,7800 KB
1098,7416545,Aug/10/2014 21:40,tourist,C - Elections,GNU C++,Accepted,93 ms,7600 KB
1099,7415509,Aug/10/2014 21:16,tourist,A - Golden System,GNU C++,Accepted,15 ms,4900 KB
1100,7394351,Aug/08/2014 21:20,tourist,E - Function,GNU C++,Accepted,171 ms,30000 KB
1101,7393975,Aug/08/2014 21:17,tourist,E - Function,GNU C++,Wrong answer on pretest 3,93 ms,25000 KB
1102,7390969,Aug/08/2014 20:50,tourist,D - Serega and Fun,GNU C++,Accepted,623 ms,8300 KB
1103,7383856,Aug/08/2014 20:03,tourist,C - Civilization,GNU C++,Accepted,296 ms,37700 KB
1104,7382998,Aug/08/2014 19:58,tourist,C - Civilization,GNU C++,Wrong answer on pretest 2,0 ms,14100 KB
1105,7382688,Aug/08/2014 19:56,tourist,C - Civilization,GNU C++,Wrong answer on pretest 3,15 ms,14100 KB
1106,7380394,Aug/08/2014 19:46,tourist,B - A Lot of Games,GNU C++,Accepted,46 ms,20900 KB
1107,7377249,Aug/08/2014 19:33,tourist,A - Boredom,GNU C++,Accepted,592 ms,11700 KB
1108,7265530,Jul/27/2014 22:04,tourist,E - Three strings,GNU C++,Accepted,748 ms,101000 KB
1109,7263835,Jul/27/2014 21:44,tourist,"D - Washer, Dryer, Folder",GNU C++,Accepted,15 ms,0 KB
1110,7263420,Jul/27/2014 21:40,tourist,B - 4-point polyline,GNU C++,Accepted,31 ms,1600 KB
1111,7262766,Jul/27/2014 21:33,tourist,C - Magic Trick,GNU C++,Accepted,15 ms,0 KB
1112,7258696,Jul/27/2014 21:02,tourist,A - Eevee,GNU C++,Accepted,15 ms,0 KB
1113,6921847,Jun/19/2014 21:24,tourist,E - Gena and Second Distance,GNU C++,Accepted,109 ms,400 KB
1114,6919336,Jun/19/2014 20:44,tourist,C - Artem and Array,GNU C++,Accepted,156 ms,19600 KB
1115,6917753,Jun/19/2014 20:21,tourist,D - Adam and Tree,GNU C++,Accepted,608 ms,121300 KB
1116,6916976,Jun/19/2014 20:10,tourist,B - Andrey and Problem,GNU C++,Accepted,15 ms,100 KB
1117,6914458,Jun/19/2014 19:38,tourist,A - Borya and Hanabi,GNU C++,Accepted,30 ms,300 KB
1118,6886429,Jun/14/2014 01:33,tourist,F - Banners,GNU C++,Accepted,1793 ms,4000 KB
1119,6886422,Jun/14/2014 01:33,tourist,F - Banners,GNU C++,Time limit exceeded on test 14,5000 ms,22000 KB
1120,6883248,Jun/13/2014 21:27,tourist,F - Banners,GNU C++,Wrong answer on test 14,1747 ms,4000 KB
1121,6881094,Jun/13/2014 20:49,tourist,D - Pudding Monsters,GNU C++,Accepted,218 ms,24200 KB
1122,6875335,Jun/13/2014 19:49,tourist,C - Dungeons and Candies,GNU C++,Accepted,78 ms,4200 KB
1123,6874241,Jun/13/2014 19:39,tourist,B - Om Nom and Spiders,GNU C++,Accepted,77 ms,6000 KB
1124,6873988,Jun/13/2014 19:35,tourist,A - Feed with Candy,GNU C++,Accepted,30 ms,300 KB
1125,6406325,Apr/18/2014 20:33,* tourist,E - E-mail Addresses,GNU C++,Accepted,46 ms,20500 KB
1126,6405248,Apr/18/2014 20:25,* tourist,D - Giving Awards,GNU C++,Accepted,78 ms,111500 KB
1127,6404336,Apr/18/2014 20:17,* tourist,A - Poster,GNU C++,Accepted,15 ms,0 KB
1128,6404191,Apr/18/2014 20:15,* tourist,B - Network Configuration,GNU C++,Accepted,15 ms,100 KB
1129,6404170,Apr/18/2014 20:13,* tourist,C - Pattern,GNU C++,Accepted,31 ms,2400 KB
1130,6394549,Apr/17/2014 22:05,tourist,D - Big Problems for Organizers,GNU C++,Accepted,280 ms,66100 KB
1131,6393969,Apr/17/2014 21:34,tourist,D - Big Problems for Organizers,GNU C++,Wrong answer on test 10,15 ms,59800 KB
1132,6393785,Apr/17/2014 21:31,tourist,D - Big Problems for Organizers,GNU C++,Wrong answer on pretest 5,15 ms,59700 KB
1133,6387160,Apr/17/2014 19:58,tourist,C - Square Table,GNU C++,Accepted,31 ms,0 KB
1134,6386136,Apr/17/2014 19:49,tourist,B - Cunning Gena,GNU C++,Accepted,296 ms,16600 KB
1135,6385669,Apr/17/2014 19:44,tourist,A - Football,GNU C++,Accepted,140 ms,0 KB
1136,6229002,Apr/01/2014 21:03,tourist,E - Dome,GNU C++,Accepted,15 ms,0 KB
1137,6226300,Apr/01/2014 20:52,tourist,D - Big Data,GNU C++,Accepted,31 ms,0 KB
1138,6226265,Apr/01/2014 20:52,tourist,D - Big Data,GNU C++,Wrong answer on test 6,15 ms,0 KB
1139,6226191,Apr/01/2014 20:52,tourist,D - Big Data,GNU C++,Wrong answer on test 12,46 ms,0 KB
1140,6225763,Apr/01/2014 20:50,tourist,D - Big Data,GNU C++,Wrong answer on test 3,15 ms,0 KB
1141,6225431,Apr/01/2014 20:49,tourist,D - Big Data,GNU C++,Wrong answer on test 14,15 ms,0 KB
1142,6225387,Apr/01/2014 20:49,tourist,D - Big Data,GNU C++,Wrong answer on test 4,15 ms,0 KB
1143,6225332,Apr/01/2014 20:49,tourist,D - Big Data,GNU C++,Wrong answer on test 8,31 ms,0 KB
1144,6224700,Apr/01/2014 20:46,tourist,D - Big Data,GNU C++,Wrong answer on test 14,15 ms,0 KB
1145,6211134,Apr/01/2014 19:58,tourist,H - A + B Strikes Back,GNU C++,Accepted,15 ms,0 KB
1146,6211097,Apr/01/2014 19:58,tourist,H - A + B Strikes Back,GNU C++,Wrong answer on test 1,0 ms,0 KB
1147,6211056,Apr/01/2014 19:58,tourist,H - A + B Strikes Back,GNU C++,Wrong answer on test 1,0 ms,0 KB
1148,6211027,Apr/01/2014 19:58,tourist,H - A + B Strikes Back,GNU C++,Wrong answer on test 1,0 ms,0 KB
1149,6210964,Apr/01/2014 19:58,tourist,H - A + B Strikes Back,GNU C++,Wrong answer on test 1,0 ms,0 KB
1150,6210895,Apr/01/2014 19:57,tourist,H - A + B Strikes Back,GNU C++,Wrong answer on test 1,0 ms,0 KB
1151,6210388,Apr/01/2014 19:55,tourist,B - Mysterious Language,Mysterious Language,Accepted,0 ms,0 KB
1152,6208379,Apr/01/2014 19:47,tourist,C - Magnum Opus,GNU C++,Accepted,15 ms,0 KB
1153,6207760,Apr/01/2014 19:44,tourist,A - The Great Game,GNU C++,Accepted,15 ms,0 KB
1154,6186438,Mar/30/2014 12:46,tourist,D - Largest Submatrix 3,GNU C++,Accepted,624 ms,173600 KB
1155,6183229,Mar/30/2014 11:53,tourist,C - Curious Array,GNU C++,Accepted,436 ms,43500 KB
1156,6179819,Mar/30/2014 11:17,tourist,A - Triangle,GNU C++,Accepted,15 ms,0 KB
1157,6178779,Mar/30/2014 11:09,tourist,B - Long Path,GNU C++,Accepted,15 ms,9700 KB
1158,5881221,Feb/03/2014 20:30,tourist,D - Fox and Perfect Sets,GNU C++,Accepted,62 ms,600 KB
1159,5878499,Feb/03/2014 20:10,tourist,A - Fox and Box Accumulation,GNU C++,Accepted,61 ms,0 KB
1160,5878094,Feb/03/2014 20:04,tourist,C - Fox and Card Game,GNU C++,Accepted,62 ms,500 KB
1161,5877357,Feb/03/2014 19:59,tourist,B - Fox and Minimal path,GNU C++,Accepted,78 ms,4000 KB
1162,5874948,Feb/03/2014 19:45,tourist,A - Fox and Box Accumulation,GNU C++,Wrong answer on pretest 10,15 ms,0 KB
1163,5580054,Dec/30/2013 20:29,tourist,E - New Year Tree Decorations,GNU C++,Accepted,31 ms,6300 KB
1164,5577419,Dec/30/2013 20:04,tourist,D - New Year Letter,GNU C++,Accepted,31 ms,0 KB
1165,5571662,Dec/30/2013 19:36,tourist,B - New Year Present,GNU C++,Accepted,15 ms,0 KB
1166,5570734,Dec/30/2013 19:34,tourist,C - New Year Ratings Change,GNU C++,Accepted,171 ms,15700 KB
1167,5570092,Dec/30/2013 19:31,tourist,A - New Year Candles,GNU C++,Accepted,15 ms,0 KB
1168,5565104,Dec/30/2013 03:36,tourist,E - Cookie Clicker,GNU C++,Accepted,140 ms,21900 KB
1169,5560946,Dec/29/2013 21:13,tourist,E - Cookie Clicker,GNU C++,Wrong answer on test 57,93 ms,21900 KB
1170,5557198,Dec/29/2013 20:24,tourist,C - Captains Mode,GNU C++,Accepted,78 ms,9700 KB
1171,5555860,Dec/29/2013 20:08,tourist,B - Preparing for the Contest,GNU C++,Accepted,530 ms,8300 KB
1172,5554743,Dec/29/2013 19:55,tourist,D - Developing Game,GNU C++,Accepted,234 ms,47100 KB
1173,5552294,Dec/29/2013 19:34,tourist,A - Maze,GNU C++,Accepted,31 ms,14900 KB
1174,5430216,Dec/13/2013 19:38,tourist,D - Choosing Subtree is Fun,GNU C++,Accepted,265 ms,58300 KB
1175,5423917,Dec/13/2013 18:27,tourist,C - Watching Fireworks is Fun,GNU C++,Accepted,686 ms,14100 KB
1176,5421838,Dec/13/2013 18:09,tourist,B - Counting Rectangles is Fun,GNU C++,Accepted,249 ms,14700 KB
1177,5420847,Dec/13/2013 18:03,tourist,A - Counting Kangaroos is Fun,GNU C++,Accepted,109 ms,2000 KB
1178,5253117,Nov/26/2013 20:46,tourist,E - Sereja and Intervals,GNU C++,Accepted,156 ms,900 KB
1179,5249684,Nov/26/2013 20:10,tourist,D - Sereja and Sets,GNU C++,Accepted,46 ms,33300 KB
1180,5248539,Nov/26/2013 19:59,tourist,A - Sereja and Algorithm,GNU C++,Accepted,46 ms,25400 KB
1181,5247815,Nov/26/2013 19:53,tourist,C - Sereja and the Arrangement of Numbers,GNU C++,Accepted,46 ms,15700 KB
1182,5245452,Nov/26/2013 19:38,tourist,B - Sereja ans Anagrams,GNU C++,Accepted,124 ms,22400 KB
1183,4936853,Oct/30/2013 20:17,tourist,L - Wi-fi Towers,GNU C++,Accepted,62 ms,23800 KB
1184,4936696,Oct/30/2013 19:57,tourist,K - Doubly-sorted Grid,GNU C++,Accepted,5334 ms,185700 KB
1185,4936035,Oct/30/2013 18:51,tourist,B - Seven Kingdoms,GNU C++,Accepted,1372 ms,19900 KB
1186,4935811,Oct/30/2013 18:31,tourist,A - Fast Food Prizes,GNU C++,Accepted,30 ms,200 KB
1187,4935656,Oct/30/2013 18:15,tourist,J - Chemicals Monitoring,GNU C++,Accepted,186 ms,1100 KB
1188,4935261,Oct/30/2013 17:42,tourist,F - IQ Test,GNU C++,Accepted,30 ms,0 KB
1189,4934866,Oct/30/2013 17:11,tourist,D - Digital Content Protection,GNU C++,Accepted,124 ms,5400 KB
1190,4934739,Oct/30/2013 17:00,tourist,C - Institute of Advanced Category Manipulation,GNU C++,Accepted,30 ms,0 KB
1191,4934515,Oct/30/2013 16:43,tourist,I - Flood-It,GNU C++,Accepted,62 ms,100 KB
1192,4934420,Oct/30/2013 16:36,tourist,E - Credit Card Payment,GNU C++,Accepted,30 ms,0 KB
1193,4934333,Oct/30/2013 16:29,tourist,H - Tables,GNU C++,Accepted,30 ms,100 KB
1194,4934245,Oct/30/2013 16:20,tourist,G - Social Advertising,GNU C++,Accepted,30 ms,0 KB
1195,4794974,Oct/15/2013 17:11,tourist,D - Bags and Coins,GNU C++,Accepted,686 ms,8800 KB
1196,4792387,Oct/15/2013 16:33,tourist,C - Compartments,GNU C++,Accepted,156 ms,0 KB
1197,4790471,Oct/15/2013 16:14,tourist,A - Knight Tournament,GNU C++,Accepted,327 ms,4700 KB
1198,4789769,Oct/15/2013 16:09,tourist,B - Xenia and Hamming,GNU C++,Accepted,109 ms,205500 KB
1199,4496872,Sep/18/2013 19:31,tourist,"M - Square, Segments and Point",GNU C++,Accepted,248 ms,11300 KB
1200,4496769,Sep/18/2013 19:23,tourist,"M - Square, Segments and Point",GNU C++,Accepted,280 ms,10900 KB
1201,4496678,Sep/18/2013 19:16,tourist,"M - Square, Segments and Point",GNU C++,Time limit exceeded on test 1,1000 ms,6300 KB
1202,4496161,Sep/18/2013 18:38,tourist,L - Young Diagrams,GNU C++,Accepted,62 ms,20000 KB
